domain_intent	sentence
$$Weather#SpotWeather	今天陽明山竹子湖會下雨嗎
$$Stock#AskStockTrendReason	台南大盤
$$Stock#AskStockInfoByName	中華買點
$$Stock#AskMyStock	鳳捷路自選股的
$$Weather#SpotWeather	合歡山有沒有下雪
$$Poi#PoiAddr	台北市忠孝東路五段附近的日本料理怎麼去
$$Stock#AskStockInfoBySid	他2855
$$Movie#AskToTheater	能跟我說台灣大戲院在哪裡嗎
$$Weather#SpotWeather	玉山下雪了
$$Stock#AskStockInfoByName	股票新日興
$$Stock#AskStockHistory	F-東凌歷史去
$$Freeway#Freeway	國道三號路況
$$Stock#AskStockFund	股票台南
$$AskCurrentPosition#AskCurrentPosition	我目前所在位置是哪裡
$$Weather#SpotWeather	天氣資訊桃園縣拉拉山
$$AskTwTime#AskTWTime	告訴我時間
$$Movie#AskCityTheaters	最近的電影院
$$Stock#AskStockInfoBySid	2373拔拔拔
$$Weather#LocalWeather	現在臨江街夜市的天氣
$$Railway#Search	查詢台鐵時間表
$$Exchange#ExchangeRate	美金匯率多少錢
$$AskTwDate#AskTWDate	現在是幾月幾號
$$Weather#SpotWeather	阿里山溫度
$$Freeway#GasolinePrice	這個禮拜的油價
$$Railway#Search	這麽查火車
$$Weather#TaiwanRegionWeather	南部一周天氣
$$Freeway#GasolinePrice	我可以問油價嗎
$$Exchange#AExchangeB	幾台幣是十萬日幣
$$AskTwDate#AskTWDate	一月十八十九星期幾
$$Railway#Search	查詢台鐵台東往高雄時刻表
$$Freeway#Freeway	國道五號路況
$$Stock#AskCounterExponent	六月三十的關係操盤的是多少
$$Exchange#AExchangeB	一億元台幣換算日幣多少錢
$$AskTwTime#AskTWTime	請問現在幾點了
$$Weather#SpotWeather	五月六日梨山的天氣如何
$$Freeway#ExceptionPlaceAsk	奇美到柳營
$$Stock#CanBuyItByName	以亞太中華可以買
$$Freeway#GasolinePrice	九五汽油多少
$$Freeway#Freeway	中山高目前路況
$$Movie#AskMovies	台灣戲院LoveLive下片了嗎
$$Freeway#FreewayJunctionRule	王田交流道路況
$$Freeway#Freeway	我要查中山高速公路的路況是
$$Freeway#ExceptionPlaceAsk	台東到花蓮
$$Poi#PoiAddr	南京東路三段停車塔在哪邊
$$Stock#AskMarket	股票走勢圖
$$UserSayNo#UserSayNo	這不是嗎
$$Freeway#GasolinePrice	油價調整
$$Poi#PoiLocationNearBy	南投縣松柏嶺是靠近哪邊
$$Freeway#FreewayJunctionRule	台南交流道路況
$$Stock#AskStockTrendReason	好無奈好股票精確的
$$Poi#GoToAddr	台北市歸綏街該怎麼走
$$Freeway#FreewayAtoB	屏東去台中塞車嗎
$$Stock#CanBuyItByName	而在投資F*AS
$$Stock#AskStockInfoByName	秋日瑞軒現在多少錢
$$Stock#AskStockInfoByName	鴻海現在才看多少
$$Freeway#FreewayJunctionRule	林邊交流道路況
$$Freeway#GasolinePrice	而油價有沒有漲
$$THSRC#Search	幫我查到台北高鐵的票價嗎
$$Weather#LocalWeather	明天台中的天氣
$$Stock#AskStocksByCategory	電子股領騎
$$THSRC#Search	請問高鐵時刻表勒
$$Poi#TaiwanAreaPoi	北部地區有什麽好玩的現在
$$AskCurrentPosition#AskCurrentPosition	結果我現在在哪裡
$$Movie#BookingMovie	我要南台電影院LoveLive今天下午的票一張
$$AskTwTime#AskTWTime	現在的時間是機點
$$Weather#LocalWeather	明天一日麻豆區的氣象
$$AskTwTime#AskTWTime	現在是幾點啊
$$Exchange#AExchangeB	一萬日圓等於幾台幣
$$AskCurrentPosition#AskCurrentPosition	我們現在位置在哪裡
$$Poi#PoiLocationNearBy	台東的COSTCO在哪裡
$$Stock#AskStockTrendReason	明天新鋼會跌一百多
$$Freeway#FreewayAtoB	從台北到左營要多久
$$Stock#AskStockInfoBySid	大豐科技4706
$$Movie#AskMovies	麻吉影城今天演什麼電影嗎
$$Lottery#AskLottery	發票號碼幾號
$$Stock#WantToBuyStock	但我要買什麼股票比較好
$$Lottery#AskLottery	當期大樂透開獎號碼
$$Stock#AskStockInfoByName	我要查浩鼎現在的成就
$$Stock#AskStockInfoBySid	現在4987
$$Exchange#ExchangeRate	我要查台幣換人民幣換算
$$UserSayNo#UserSayNo	不是了
$$Poi#PoiAddr	花蓮公正街包子店在哪裡
$$Stock#AskStockInfoBySid	3064來回
$$Freeway#FreewayJunctionRule	圓山交流道路況
$$Movie#AskCityTheaters	查查苗栗電影院在哪
$$Movie#AskTheaters	播天菜大廚的地方
$$Stock#AskStockTrendReason	零四十九萬加南科鑫科股價收盤大漲後
$$Movie#AskToTheater	新莊國賓影城怎麼去
$$AskTwDate#AskTWDate	一月十三號是星期幾
$$Movie#AskMovies	查詢台北電影院時刻表
$$Stock#AskMyStock	我的股票
$$Freeway#GasolinePrice	一月十號中油油價
$$Stock#AskCounterExponent	今天台股走勢是多少
$$Freeway#GasolinePrice	下星期油價
$$Stock#AskStockTrendReason	桃園的台積電股價好壞在哪裡
$$AskCurrentPosition#AskCurrentPosition	可以幫我看現在這裡是哪裡
$$Movie#AskCityTheaters	台南有哪些電影院
$$Poi#PoiLocationNearBy	新店家樂福在哪裡
$$Stock#AskMyStock	網路我的股票的固定的
$$AskCurrentPosition#AskCurrentPosition	我現在的位置在那裏
$$THSRC#Order	高鐵從台南到台東的票三張
$$Movie#AskDateHotMovie	最好看的電影是哪一部
$$Freeway#Freeway	國道一號塞車嗎
$$Freeway#ExceptionPlaceAsk	樹林到台東
$$Weather#SpotWeather	台北東北角明天會不會下雨啊
$$Railway#Search	查詢火車
$$Railway#Search	台北到台東火車時刻表
$$Stock#AskStockFund	台中單股票
$$THSRC#Search	高鐵台北站到左營站多少錢
$$Gold#AskGold	我要查黃金賣出價錢
$$Freeway#FreewayJunctionRule	斗六交流道的路況
$$Stock#AskStockTrendReason	高雄明天隆達會跌
$$Exchange#ExchangeRate	請問日本賣台幣是多少錢
$$Freeway#FreewayJunctionRule	提供石碇交流道管制情況給我
$$Exchange#AExchangeB	一百元日幣是台幣多少
$$Freeway#FreewayAtoB	朝霧夕可以到南港嗎
$$THSRC#Order	預定台中到新竹的高鐵車票
$$Stock#AskStockInfoBySid	9106日
$$Weather#WorldWeather	明天香港下雨機率
$$Freeway#ExceptionPlaceAsk	新莊到左營
$$Freeway#Freeway	國道一號有沒有高乘載管制
$$TPEMRT#TPEMRTAtoB	從迴龍站到小巨蛋要多少時間
$$Movie#AskDateNewMovie	最近最新的電影
$$Freeway#Freeway	台六十四線路況
$$Weather#LocalAirPollution	大甲的空氣品質
$$Poi#PoiAddr	永和永貞路附近的牛肉麵店
$$Lottery#AskLottery	五三九號碼
$$Weather#WorldWeather	日本氣象
$$TPEMRT#TPEMRTAtoB	於捷運從內湖站到台北車站要多少錢
$$Lottery#AskLottery	二月二十日大樂透號碼為
$$AskTwDate#AskTWDate	今天是幾月幾號
$$Weather#LocalWeather	新北市的天氣怎麼樣
$$Freeway#FreewayAtoB	台北到竹南塞車嗎
$$Weather#LocalAirPollution	中和區的空氣品質
$$Stock#AskListedExponent	台灣加權指數以
$$Weather#LocalAirPollution	今天台中市大甲區空氣品質
$$Exchange#AExchangeB	三億美元多少台幣
$$AskTwTime#AskTWTime	請問現在的時間是
$$Stock#AskStockTrendReason	請問台積電大漲
$$Freeway#FreewayJunctionRule	國道一的三義交流段道路狀況
$$Stock#AskStockTrendReason	請問哪一支股票會大漲嗎
$$Freeway#Freeway	國道一號有塞車嗎
$$Stock#AskStockFund	台股基金
$$Movie#AskDateHotMovie	最近有什麼熱門的電影
$$Lottery#AskLottery	大樂透十二期中獎號碼
$$UserNeedInstructions#UserNeedInstructions	有甚麼功能
$$UserNeedInstructions#UserNeedInstructions	你如何使用
$$Stock#AskStockHistory	股票佳穎歷史問題
$$Weather#LocalAirPollution	台中市空氣品質
$$Movie#AskDateHotMovie	十二號的熱門電影
$$Exchange#AExchangeB	一萬塊韓幣能換多少台幣
$$Stock#AskStockInfoByName	大立光現在的股價多少
$$Exchange#ExchangeRate	台幣換日幣匯率
$$Freeway#Freeway	福爾摩沙高速公路車況
$$Freeway#FreewayAtoB	台北開往基隆的交通狀況怎麼樣
$$Weather#TaiwanRegionWeather	北部天氣
$$Stock#AddStockToMyStock	請問晉泰加入
$$Railway#Order	二月十號新營到台中自強號一張
$$AskTwDate#AskTWDate	今天是星期幾
$$Stock#AskStockTrendReason	股票會不會下跌
$$UserNeedInstructions#UserNeedInstructions	那你要說什麼
$$Exchange#AExchangeB	一千萬台幣是多少人民幣
$$Stock#AskStockInfoBySid	6134萬興
$$Weather#SpotWeather	合歡山天氣如何
$$AskCurrentPosition#AskCurrentPosition	目前在的位置在哪裡呢
$$Movie#AskDateHotMovie	這裡有什麼熱門的電影
$$AskTwDate#AskTWDate	明天幾月幾號
$$Weather#WorldWeather	所以那你要幫我查到紐約的天氣
$$Poi#PoiLocationNearBy	請問捷運站怎麼走
$$Freeway#ExceptionPlaceAsk	幫我從五股導航到蘆洲
$$Weather#WorldWeather	明天紐約的天氣是什麽
$$Stock#AskStocksByCategory	黃智茂電子股票
$$THSRC#Search	高鐵停靠站
$$Weather#SpotWeather	幫我查陽明山的氣溫
$$THSRC#Search	新竹高鐵時刻表
$$Railway#Search	幫我查彰化到員林的時刻表
$$Gold#AskGold	台灣金價格
$$Stock#AskMyStock	我的股票志旭的
$$Stock#AskStockInfoByName	股票兆赫
$$THSRC#Order	高鐵訂票從台北車站到左營
$$Railway#Search	台鐵火車時間
$$AskTwTime#AskTWTime	現在時間是幾點
$$Stock#AskMarket	股票資訊公開
$$Stock#AskMarket	世界股票走勢
$$Weather#LocalAirPollution	空氣品質
$$Weather#LocalAirPollution	十一月十一日空氣好嗎
$$Stock#AskStocksByCategory	生技股
$$Freeway#GasolinePrice	汽油柴油會漲價嗎
$$Stock#AskStockInfoByName	F-紅木台積電
$$Weather#WorldWeather	沖繩的天氣資訊
$$Stock#AskStockInfoByName	沒台積電
$$Weather#LocalAirPollution	現在空氣品質好嗎
$$Stock#AskListedExponent	告訴我今天台灣的加權指數收多少
$$Stock#AskMarket	股票智泰股票持續
$$AskTwDate#AskTWDate	今天幾月幾號阿
$$Lottery#AskLottery	明天樂透會開幾號
$$Movie#AskMovieDetail	食人煉獄好看嗎
$$Railway#Search	我是要怎麼坐火車去台東
$$UserNeedInstructions#UserNeedInstructions	不知道要講什麼
$$Lottery#AskLottery	台彩開獎號碼
$$Poi#GoToAddr	台中市福田二街幫我導航過去
$$Weather#WorldWeather	加拿大多倫多天氣
$$Stock#AskMarket	查詢股票
$$Freeway#FreewayJunctionRule	西螺交流道路況
$$Stock#AskStockInfoBySid	2233要
$$Freeway#FreewayAtoB	板橋到高雄要多久
$$Freeway#FreewayAtoB	竹北去后里要開多遠
$$Exchange#AExchangeB	一百八十美換台幣
$$Weather#WorldWeather	溫哥華天氣
$$Railway#Search	當我查詢明天早上七點半到八點的火車到板橋
$$UserNeedInstructions#UserNeedInstructions	您在說什麼
$$Freeway#ExceptionPlaceAsk	中正交流道路況
$$Lottery#AskLottery	你可以預測大樂透的開獎號碼嗎
$$Freeway#FreewayAtoB	新竹往台北的國道路況
$$Exchange#AExchangeB	一萬台幣可以換多少日幣
$$Exchange#ExchangeRate	美元匯率
$$THSRC#Order	台北到高雄高鐵時刻
$$Exchange#ExchangeRate	港幣匯率
$$Stock#AskStocksByCategory	紡織股日月鴻
$$Exchange#ExchangeRate	台幣兌換韓幣的匯率是多少
$$Weather#SpotWeather	合歡山氣象
$$Freeway#Freeway	國道一號車流量
$$Stock#AskStockInfoByName	今天長盛和股票有多少
$$Stock#AskStocksByCategory	汽車股東洋
$$Weather#LocalAirPollution	明日空氣品質
$$Freeway#FreewayAtoB	花蓮到台北塞車嗎
$$Stock#AskStockInfoByName	鴻海2001
$$Freeway#Freeway	北二高路況
$$THSRC#Search	我想要查到台北的高鐵
$$Stock#AddStockToMyStock	台積電加入
$$Movie#AskDateNewMovie	有什麼新電影
$$Stock#AskStockInfoByName	聯光通的
$$Movie#AskDateNewMovie	近期上映電影
$$Stock#AskStockInfoByName	F-康友的股價不
$$Freeway#Freeway	國道五號有塞車嗎
$$Exchange#ExchangeRate	台幣換算成美金
$$Gold#AskGold	黃金牌價
$$AskCurrentPosition#AskCurrentPosition	幫我查我現在的位置
$$Poi#GoToAddr	台中市向上路一段七十九巷十四號怎麼走
$$THSRC#Order	我要買高鐵票一張
$$Stock#AskMarket	查彰化銀行股票
$$Poi#PoiLocationNearBy	南投縣日月潭在哪裡
$$Stock#AskStocksByCategory	電子股主要COSTCO
$$Weather#LocalWeather	明天新竹早上會下雨嗎
$$Weather#LocalAirPollution	嘉義空氣品質
$$Railway#Search	明天的火車查詢
$$Freeway#Freeway	國道三號古坑交流道的車流量
$$Freeway#FreewayAtoB	新竹到中壢交通如何
$$Weather#SpotWeather	陽明山現在氣溫
$$UserSayNo#UserSayNo	基隆市喔不是
$$THSRC#Order	兩點半的高鐵到彰化
$$Railway#Search	蘇澳新站停到花蓮的火車
$$Stock#AskStocksByCategory	友達光電股價
$$Weather#SpotWeather	溪頭明天的天氣
$$Stock#AskListedExponent	未上市股票網賽亞
$$Freeway#ExceptionPlaceAsk	板橋至金山
$$Freeway#Freeway	台七十四線可走嗎
$$Stock#AskStockHistory	中石化歷史
$$Movie#AskDateHotMovie	最新強檔電影
$$THSRC#Search	還有沒有高鐵時刻表
$$Poi#PoiLocationNearBy	武漢國中派出所在哪
$$Freeway#GasolinePrice	下禮拜的油價格為何
$$AskCurrentPosition#AskCurrentPosition	我在哪
$$Railway#Search	你幫我查九曲堂到台東的火車票
$$Movie#AskCityTheaters	請問基隆有沒有電影院
$$Movie#AskTheaters	失控謊言還有在播嗎
$$Stock#AskStockInfoByName	台積電設
$$Movie#AskToTheater	你知道日新影城怎麼去嗎
$$Freeway#FreewayJunctionRule	明天汐止交流道會塞車嗎
$$Freeway#FreewayAtoB	台北到高雄有沒有塞車
$$UserSayNo#UserSayNo	應該不是
$$Lottery#AskLottery	五六月發票中獎號碼為
$$Movie#AskToTheater	給我士林陽明戲院的地址
$$Movie#AskToTheater	欣欣秀泰怎麼走
$$Railway#Search	查宜蘭到大林站自強號跟莒光號
$$Freeway#Freeway	國道三號現在有塞車嗎
$$AskCurrentPosition#AskCurrentPosition	啊啊啊我在哪裡
$$THSRC#Search	買高鐵票
$$AskCurrentPosition#AskCurrentPosition	這裡是什麼地方
$$Freeway#FreewayJunctionRule	現在神岡交流道會塞車嗎
$$Stock#AskCounterExponent	陸海股票是屬於上市還是上櫃
$$Stock#AskMarket	今天的股票行情
$$Lottery#AskLottery	一月份統一發票對獎
$$Stock#AskStockInfoBySid	3561加
$$TPEMRT#TPEMRTAtoB	南港至府中站多少錢
$$Freeway#ExceptionPlaceAsk	屏東到雲林
$$Railway#Search	請幫我查火車票
$$Exchange#ExchangeRate	今天換美金多少
$$Poi#PoiLocationNearBy	台灣麗寶樂園在哪邊
$$Exchange#AExchangeB	三億美元換台幣多少錢
$$Weather#SpotWeather	東眼山禮拜六天氣
$$Weather#LocalWeather	十月二十六日天氣如何
$$Movie#AskToTheater	我說東玉卓戲院在哪裡啊
$$Poi#TaiwanAreaPoi	南部景觀餐廳
$$Stock#WantToBuyStock	我想要買時緯去哪裡
$$Freeway#ExceptionPlaceAsk	問高雄美濃路況
$$Railway#Search	明天十點到高雄的火車有幾台
$$Freeway#ExceptionPlaceAsk	新豐到千秋路
$$AskCurrentPosition#AskCurrentPosition	哇嗚我現在在哪裡
$$THSRC#Search	幫我查詢高鐵的早鳥票
$$Stock#AskMarket	股票股票資訊
$$THSRC#Search	高鐵台北到嘉義時間表
$$Freeway#FreewayAtoB	雲林到新竹在塞車嗎
$$Stock#AskCounterExponent	本週行情
$$AskTwDate#AskTWDate	明天幾月幾日
$$Weather#WorldWeather	日本東京幾度
$$UserSayNo#UserSayNo	不是辦法啊
$$Weather#WorldWeather	上海的溫度現在多少
$$Stock#AskStockFund	股票基金
$$THSRC#Search	我想查新竹到高雄的高鐵
$$Freeway#Freeway	國道一號路況
$$Stock#AskStockInfoBySid	我8404
$$Stock#AskStockHistory	我要查廷鑫歷史新
$$Stock#AskStockInfoBySid	1742日
$$TPEMRT#TPEMRTAtoB	捷運新店站到中山站的路線
$$Exchange#AExchangeB	六億英鎊等於多少台幣
$$Stock#AskStockTrendReason	台南股價
$$Freeway#FreewayJunctionRule	安定交流道路況
$$Stock#AskStockFund	台中裕股票
$$Weather#LocalWeather	岡山會下雨嗎
$$Exchange#AExchangeB	十五萬日幣換台幣多少
$$Exchange#AExchangeB	五萬台幣換美金多少錢
$$Weather#WorldWeather	張家界氣象
$$AskCurrentPosition#AskCurrentPosition	確定現在的位置
$$Exchange#ExchangeRate	兌日幣匯率
$$Stock#AskMarket	今天的股市行情
$$Freeway#GasolinePrice	油價跌
$$Railway#Search	查詢台鐵訂票
$$Gold#AskGold	兩公克黃金是多少錢
$$Freeway#ExceptionPlaceAsk	台東到新竹
$$Weather#SpotWeather	陽明山現在有下雨嗎
$$Freeway#GasolinePrice	請告訴我明天的油價
$$Gold#AskGold	幫我查黃金牌價
$$Poi#TaiwanAreaPoi	在北部哪裡好玩
$$Movie#AskToTheater	屏東國賓影城怎麼去
$$AskCurrentPosition#AskCurrentPosition	還有我這裡是哪裡
$$Stock#AskStockInfoBySid	2317日鴻海
$$Weather#SpotWeather	明天陽明山的天氣是幾度
$$Stock#AskStockInfoBySid	和股票3034
$$Freeway#Freeway	我想要查國道五號的路況
$$UserNeedInstructions#UserNeedInstructions	我要講什麼話
$$Freeway#FreewayAtoB	中壢到彰化型車狀況
$$Stock#AskStocksByCategory	資服股的
$$Stock#CanBuyItByName	那現在可以買台灣50嗎
$$Movie#AskMovies	全美戲院動物方城市時刻表
$$Freeway#GasolinePrice	查詢中油油價
$$AskTwDate#AskTWDate	查教師節是幾號
$$Weather#LocalWeather	桃園市八德區一週天氣
$$Weather#LocalWeather	請問一下明天竹南會下雨嗎
$$Poi#PoiLocationNearBy	中壢義式美食在哪裡
$$Movie#AskDateNewMovie	今天上映電影
$$Movie#AskMovies	信義威秀今天有什麼片
$$AskTwDate#AskTWDate	今天農曆幾號
$$Railway#Search	查板橋到桃園明天的台鐵車票
$$THSRC#Order	高鐵新竹到台南一張
$$Movie#AskToTheater	麻豆戲院在哪裡
$$Movie#AskDateHotMovie	最近的熱門電影有什麼
$$Freeway#ExceptionPlaceAsk	潮州到鹿港
$$Freeway#FreewayJunctionRule	寶山交流道的狀況
$$Lottery#AskLottery	這一期統一編號號碼
$$Railway#Search	我想問台鐵台往花蓮的車次
$$Movie#AskDateNewMovie	新發表什麼電影
$$Exchange#AExchangeB	五十萬日幣換台幣
$$Movie#AskToTheater	新竹巨城威秀位置
$$Movie#AskCityTheaters	附近有什麼電影院
$$Movie#AskDateHotMovie	今天熱門的電影
$$AskTwDate#AskTWDate	清明節什麼時候
$$Lottery#AskLottery	五三九對獎號碼
$$Stock#AskStockInfoByName	鴻海股價多少
$$Stock#AskStockFund	台中股市
$$THSRC#Search	查高鐵訂票
$$Freeway#ExceptionPlaceAsk	台東到鳳林的路況
$$Poi#GoToAddr	幫我導航到五福路一段
$$Freeway#ExceptionPlaceAsk	國道三號萬里至中和
$$Weather#WorldWeather	義大利哪天會下雨
$$Stock#WantToBuyStock	因為我想買股票
$$AskTwTime#AskTWTime	呵呵現在時間
$$Freeway#FreewayAtoB	彰化到圓領國道路況
$$Poi#PoiLocationNearBy	中國醫藥學院靠近哪裡
$$Movie#AskMovies	信義威秀有什麼好看的電影
$$Weather#LocalWeather	林口明天天氣
$$Movie#AskMovieDetail	飢餓遊戲演員表
$$Stock#AskCounterExponent	他今天收盤行情
$$Weather#LocalAirPollution	台南市新化區空氣品質品質
$$Stock#AskMarket	pizza股票查詢
$$Movie#AskCityTheaters	小幫手幫我查宜蘭的電影院
$$Freeway#GasolinePrice	這禮拜油價
$$Stock#CanBuyItByName	以及台泥可以買多少寧靜
$$Poi#TaiwanAreaPoi	北部要怎麼好玩
$$Exchange#AExchangeB	七千塊台幣可以換多少日幣
$$Weather#TaiwanRegionWeather	明天北部天氣
$$Railway#Search	宜蘭到大林下午自強號
$$Weather#LocalWeather	二月九號士林的天氣如何
$$Stock#WantToBuyStock	我想要買股票了
$$THSRC#Search	台中到台北的高鐵時間表
$$Weather#SpotWeather	查詢墾丁天氣
$$Weather#TaiwanRegionWeather	南部未來一週天氣
$$Weather#LocalAirPollution	明天空氣如何
$$Stock#AskMarket	今天在股市
$$Exchange#ExchangeRate	人民幣匯率
$$Railway#Search	查台鐵的時刻表
$$Stock#AskStockInfoBySid	6243迅杰的
$$Freeway#FreewayJunctionRule	請問國道一環彰化路段塞車嗎
$$Weather#WorldWeather	日本仙台天氣
$$Railway#Search	那幫我查一下台北火車時刻表
$$Weather#WorldWeather	巴黎的天氣
$$Freeway#ExceptionPlaceAsk	田中到新店
$$Poi#PoiAddr	羅斯福路三段二五三號是哪個捷運站
$$Stock#AskStockInfoByName	北儒精密
$$Poi#GoToAddr	高雄市路竹區一百一十六號該怎麼去
$$Freeway#ExceptionPlaceAsk	汐止到花蓮
$$Movie#AskToTheater	彰化戲院在哪裡
$$Stock#AskMarket	於股票大盤
$$Stock#AskStockTrendReason	我F-必勝英群股價要買那麼好
$$Stock#AskStockHistory	F-康樂歷史
$$Poi#TaiwanAreaPoi	東部旅遊景點
$$Freeway#ExceptionPlaceAsk	斗六到樹林系統
$$Exchange#ExchangeRate	英鎊匯率換算
$$Weather#WorldWeather	湖南氣候
$$AskTwTime#AskTWTime	你能查詢時間嗎
$$Stock#AskStockInfoByName	大立光股票中華食的
$$Weather#SpotWeather	阿里山天氣
$$Stock#AskMarket	這我好股票喔
$$Stock#AskStocksByCategory	他生技股
$$AskCurrentPosition#AskCurrentPosition	我的所在地
$$Stock#AskStockInfoByName	查詢今皓
$$Gold#AskGold	今日黃金牌價
$$Stock#AskMarket	現在的股票怎麼樣
$$Movie#AskToTheater	民生戲院在哪
$$AskTwDate#AskTWDate	請問六月四號是星期幾
$$Stock#AskFutures	期貨資訊
$$Exchange#AExchangeB	一塊台幣換多少人民幣
$$Movie#AskMovieDetail	神奇寶貝劇場版好看嗎
$$Movie#AskDateHotMovie	有什麼推薦的電影
$$Movie#AskToTheater	給我威尼斯電影院的地址
$$Exchange#ExchangeRate	新台幣兌換歐元匯率最低多少錢
$$Exchange#AExchangeB	一美元兌換多少台幣
$$Exchange#AExchangeB	兩萬五萬日幣換歐元
$$UserNeedInstructions#UserNeedInstructions	我可以說什麼
$$Freeway#GasolinePrice	那明天油價
$$Weather#LocalAirPollution	台南市新化區空氣品質
$$Movie#AskDateNewMovie	最近上映什麼電影
$$Stock#AskStockInfoBySid	6237產品
$$Weather#TaiwanRegionWeather	未來一周南部的天氣
$$Weather#LocalWeather	前天台北天氣
$$Weather#LocalAirPollution	員林天氣空氣品質
$$Weather#TaiwanRegionWeather	北部的天氣是如何啊
$$Railway#Search	查樹林到花蓮自強號幾點有
$$Freeway#ExceptionPlaceAsk	麥寮到高雄
$$Weather#TaiwanRegionWeather	南台灣天氣預報
$$UserNeedInstructions#UserNeedInstructions	可是我不知道要說什麼
$$Weather#SpotWeather	下午日月潭氣象
$$AskTwDate#AskTWDate	我今天幾月幾號
$$Stock#AskStockInfoBySid	鴻海6243新街
$$Movie#AskDateNewMovie	即將上映的電影有哪些
$$Weather#WorldWeather	正在上海的天氣怎樣
$$Weather#WorldWeather	上海氣候
$$Exchange#ExchangeRate	南非幣的匯率
$$AskTwDate#AskTWDate	今天星期幾
$$Gold#AskGold	現在黃金貴嗎
$$TPEMRT#TPEMRTAtoB	徐匯中學站到永安市場站很久嗎
$$Weather#LocalAirPollution	台北空氣品質
$$Weather#TaiwanRegionWeather	明日北部天氣預報
$$Poi#PoiLocationNearBy	台南大飯店在哪裡
$$Stock#AskStockHistory	F-大略歷史了
$$Weather#TaiwanRegionWeather	明天中部天氣
$$Stock#AskMarket	今天股票收盤如何
$$Movie#AskTheaters	台南市哪裡有野狼與瑪莉
$$Freeway#Freeway	國道三號塞車嗎
$$Movie#AskMovieDetail	飢餓遊戲自由夢幻的演員有換嗎
$$Gold#AskGold	黃金白金黃金牌價
$$Exchange#AExchangeB	五澳幣是多少
$$UserSayNo#UserSayNo	不對不是嗎
$$Movie#AskToTheater	環球影城在哪裡
$$AskCurrentPosition#AskCurrentPosition	我現在位置在哪裡呢
$$Poi#PoiAddr	重明路的二林工商怎去
$$THSRC#Order	左營到台北高鐵訂票
$$Poi#TaiwanAreaPoi	東部麻油料理推薦
$$TPEMRT#TPEMRTAtoB	怎麼從捷運淡水站到民生東路這
$$Stock#AskListedExponent	台股集中市場價錢了無數黑惡魔
$$Movie#AskTheaters	我要看絕地救援哪裡有
$$Weather#LocalWeather	明天中壢天氣如何
$$Freeway#FreewayJunctionRule	深坑交流道過來的路況
$$Freeway#FreewayJunctionRule	岡山交流道路況
$$Freeway#ExceptionPlaceAsk	八德到桃園路況
$$UserNeedInstructions#UserNeedInstructions	不曉得說什麼
$$THSRC#Order	我要到台中高鐵票一張
$$Stock#AskCounterExponent	你勝上櫃股票多少錢
$$Movie#AskToTheater	美麗華在哪邊
$$Movie#AskMovies	彰化戲院的電影時刻
$$Freeway#Freeway	國道五號狀況
$$AskCurrentPosition#AskCurrentPosition	呃那現在在哪裡
$$AskCurrentPosition#AskCurrentPosition	目前在的位置在哪裡
$$Weather#WorldWeather	大陸北京天氣
$$Movie#AskCityTheaters	花蓮有電影城嗎
$$AskTwDate#AskTWDate	那今天是幾號
$$Weather#SpotWeather	阿里山現在溫度
$$UserSayNo#UserSayNo	聽著我不是
$$Stock#AskMyStock	澎湖六月二十四號的自選股清淡的股票不是都
$$Weather#SpotWeather	溪頭有沒有下雨
$$Movie#AskTheaters	台南哪裡可以看LoveLive
$$UserNeedInstructions#UserNeedInstructions	你說什麼呢
$$Movie#AskCityTheaters	台灣第一個電影院在哪裡
$$Movie#AskMovieDetail	移動迷宮劇情大綱
$$Movie#AskCityTheaters	南港展覽館站哪裡有電影院
$$Poi#PoiAddr	瑞光路土地公廟靠近哪裡
$$Weather#SpotWeather	合歡山今天天氣
$$Stock#AddStockToMyStock	查詢邑錡加入別
$$Freeway#FreewayJunctionRule	六四快速道路路況
$$Stock#AskStockInfoByName	明明華泰股票
$$Stock#AskStockInfoByName	華晶科將
$$Stock#AskFutures	新北市平溪其它三月二十六日的期貨商報
$$Stock#AskStocksByCategory	不僅電子股占店家
$$Railway#Search	我想查七月二號從台中車站到板橋火車站的時刻表
$$THSRC#Order	高鐵板橋往新竹的車票一張
$$Poi#PoiAddr	我要查詢新竹縣新埔鎮怎麼去
$$TPEMRT#TPEMRTAtoB	新北市亞東站到台北市行天宮站時間多久
$$Freeway#FreewayAtoB	花蓮到台北有交通管制嗎
$$Stock#AskMarket	股票衛浴約
$$UserSayNo#UserSayNo	我說不對啦
$$Stock#AskListedExponent	台股加權指數
$$Freeway#Freeway	現在的國道五號路況怎麼樣啊
$$Movie#AskMovieDetail	蠟筆小新電影的聲優有誰
$$Freeway#ExceptionPlaceAsk	大武路況
$$Freeway#Freeway	國道一號現在塞車嗎
$$Exchange#AExchangeB	五千日幣換多少美金
$$Stock#AskMarket	年輕的股市行情
$$Freeway#GasolinePrice	台朔油價查詢
$$Weather#WorldWeather	越南會不會下雨
$$Freeway#ExceptionPlaceAsk	從圍籬到集集
$$Weather#LocalAirPollution	今天的空氣品質
$$UserNeedInstructions#UserNeedInstructions	你懂什麼
$$Gold#AskGold	一兩黃金多少美金
$$Stock#AskFutures	seven-eleven台指期
$$Freeway#Freeway	現在雪山隧道有沒有下雨塞車
$$AskCurrentPosition#AskCurrentPosition	我的位置訊息
